id, latitude, longitude
12237144839,24.9193,67.0843
12237144838,24.919,67.084
12237144837,24.919,67.0838
12237144834,24.9188,67.0836
12237144829,24.9187,67.0832
12237144827,24.9188,67.0831
12235943148,24.8907,67.05
12235931516,24.89,67.052
12235927043,24.8903,67.0516
12235922955,24.8903,67.0519
12235917554,24.8902,67.0537
12235915920,24.89,67.0509
12235862167,24.9221,67.0821
12235862166,24.9223,67.0824
12235862165,24.922,67.0833
12235862164,24.9209,67.0839
12235862162,24.9226,67.0836
12235862161,24.9225,67.084
12235862160,24.9222,67.0837
12235862159,24.9221,67.0834
12235862158,24.9221,67.0837
12235862157,24.9221,67.0836
12235862155,24.9221,67.0836
12235862154,24.9219,67.0835
12235862152,24.9219,67.0837
12235862151,24.9217,67.0838
12235862150,24.9215,67.0839
12235862149,24.921,67.0847
12235826503,24.9221,67.0838
12235826502,24.9222,67.0839
12235826501,24.9221,67.084
12234958700,24.9214,67.0856
12234958699,24.921,67.086
12234958698,24.9236,67.0842
12234958697,24.9237,67.0844
12234958696,24.9236,67.0845
12234958695,24.9234,67.0843
12234958694,24.9229,67.0847
12234958693,24.9227,67.0848
12234958692,24.9226,67.0849
12234958691,24.9224,67.0851
12234958690,24.9221,67.0854
12234958689,24.922,67.0856
12234958688,24.9216,67.0858
12234958687,24.9214,67.0859
12234958686,24.9214,67.0862
12234958685,24.9212,67.0861
12234958684,24.9213,67.086
12234958683,24.9213,67.0861
12233086624,24.9126,67.0797
12233086623,24.9121,67.0796
12233086622,24.9121,67.0796
12233086621,24.9123,67.0796
12231848053,24.8901,67.0583
12231848049,24.8901,67.0581
12231845369,24.8902,67.0585
12231833260,24.8904,67.058
12231824211,24.8909,67.0574
12231821970,24.891,67.0568
12231815410,24.8908,67.057
12231804830,24.8906,67.0573
12231804665,24.8902,67.0584
12231800592,24.8912,67.0569
12231790760,24.8913,67.0567
12231790001,24.8913,67.0543
12231780125,24.8902,67.0564
12231776117,24.8911,67.0559
12231770007,24.8916,67.0543
12231765893,24.891,67.0573
12231752472,24.8911,67.056
12231748068,24.8916,67.055
12231744885,24.8916,67.055
12231740550,24.892,67.0545
12231735125,24.891,67.0561
12231730963,24.8921,67.0546
12231730957,24.8922,67.054
12231716862,24.8921,67.0546
12231716713,24.8927,67.0547
12231715525,24.8926,67.0543
12235862153,24.922,67.084
12231711761,24.8928,67.0544
12231704587,24.8913,67.0557
12231695101,24.8916,67.0566
12231682754,24.8925,67.0551
12231680636,24.8924,67.0562
12231671802,24.8925,67.0562
12231666260,24.8927,67.0557
12231652980,24.8929,67.0546
12231652671,24.8923,67.0564
12231641023,24.8936,67.0551
12231639395,24.8935,67.055
12231627190,24.8926,67.0557
12231627188,24.8932,67.0548
12231617125,24.8936,67.0555
12231617124,24.8938,67.0552
12231612467,24.8933,67.0553
12231591955,24.8941,67.0557
12231579478,24.8944,67.0557
12231575143,24.893,67.0546
12228055101,24.9441,67.0736
12227999899,24.9438,67.0735
12227999898,24.9439,67.0733
12227999897,24.9438,67.0732
12227999896,24.9437,67.0732
12227999895,24.9436,67.073
12227999893,24.9433,67.0729
